Title,Description,label
Homemade tomato basil sauce,"I find that shop-bought tomato sauce spoils many recipes - too salty, too sweet or just too concentrated To make it yourself only takes a few minutes, especially since, with this recipe, you don't peel the tomatoes",italian
Seafood risotto,"Creamy, flavourful risotto with easy-to-follow directions Don't be intimidated: just get your stock going in one pan, and your rice in another, and slowly combine Don't forget to taste as you get towards the end ",italian
Aubergine and tomato chutney,Easy to make chunky chutney with aubergines and tomatoes Serve at room temperature I have served this with grilled chicken and also tossed through pasta Very versatile Serves 4 here as an accompaniment or ,italian
Roast butternut squash lasagne,"A delicious vegetarian lasagne that meat eaters will love Lasagne sheets are layered with a butternut squash sauce and Parmesan cheese, then finished off with whipped cream and more Parmesan cheese Enjoy ",italian
Italian sweet ricotta pie,"This pie is traditionally made and eaten around Easter A sweetcrust pastry case is filled with a rich mixture of eggs, sugar, chocolate chips and ricotta It's the perfect dessert to enjoy anytime of the year",italian
Dylan's fabulously simple pancetta penne amatriciana,"This is a simple, quick to make and tasty dish that blows everyone away Bottom line - it's a tomato based sauce with a chilli kick to it This dish is basically Italian peasant food, and although you can use more fancy ",italian
Parmesan breadsticks,"Freshly grated Parmesan, a bite of black pepper and just a hint of fresh rosemary, baked into crispy golden twists Great to eat now or to serve to guests, and perfect to give as a gift",italian
Almond biscotti biscuits,"These are traditional twice-baked Italian biscuits They are perfect as is, with a glass of dessert wine, an espresso or with vanilla ice cream For an indulgent treat or to give away as gifts, try dipping them in melted ",italian
Spaghetti with almond pesto sauce,"There's nothing better than pasta tossed with home-made pesto Almonds are just as good as traditional pine nuts, but much less expensive",italian
Courgette pasta in cream cheese sauce,"This is a delectable vegetarian Italian-style pasta, which is quick and easy to make Pasta is topped with a creamy courgette sauce and sprinkled with Parmesan cheese Enjoy with fresh crusty bread, if desired",italian
Cheesy vegetable lasagne,"A great vegetarian lasagne, which is so good that even meat eaters will love it Lasagne sheets are layered with ricotta, sauteed vegetables and mozzarella before being baked Enjoy with garlic bread, if desired",italian
Potato-filled Sardinian ravioli,Mashed potato enriched with cottage cheese and Parmesan and enlivened with garlic and herbs makes a marvellous filling for the pasta parcels called ravioli A small amount of extra virgin olive oil is added ,italian
"Beautiful beef, sausage and vegetable pasta sauce","This gorgeous pasta sauce has meaty beef mince and sausage, loads of fresh tomatoes and an absolute cornucopia of beautiful veg: Courgette, mushrooms, carrots, spinach, green and red peppers, onion and garlic ",italian
Pollo con le patate (Chicken with potatoes),"A rustic, flavourful Italian dish that's easy to make and doesn't cost a fortune Chicken thighs and potatoes are roasted with olive oil, garlic, basil and parsley",italian
Tagliatelle with sausage ragù,"This dish of tagliatelle pasta with a sausage, pancetta, wine and tomato sauce will be a hit with everyone For the tinned tomatoes, preferably use San Marzano or another Italian brand",italian
Spaghetti Aglio e Olio,Just what it says on the box: spaghetti tossed with garlic and olive oil I like to give this simple dish a kick by adding dried chillies Serve with grated Parmesan,italian
Melanzane al funghetto (Aubergine with fresh tomato sauce),"This is a flavourful, Italian vegetable side dish of lightly fried slices of aubergine served with a tomato-herb sauce",italian
Italian Christmas marmalade tart,"This traditional Italian tart, called Crostata di Natale, is filled with orange marmalade and the pastry is uniquely made with olive oil instead of butter A nice change from the norm during the festive season, but so ",italian
Bones of the Dead Biscuits,"An Italian biscuit also known as Ossi Dei Morti Traditionally baked for All Souls Day, in remembrance of the dead These biscuits are hard and sweet, perfect for teething babies or dunking into coffee",italian
Courgette and Tomato Pasta,"A fantastic vegetarian pasta dish that's simple to make Courgettes are simmered in a well-seasoned tomato sauce, then served with pasta shells and cheese",italian
Blackberry Panna Cotta,Panna cotta infused with blackberry juice Served with blackberry sauce and blackberries,italian
Authentic spaghetti Bolognese,"A simple, yet authentic Italian pasta dish Homemade ragu is made with beef mince, tomatoes, mushrooms, beef stock and seasonings, then served on top of spaghetti",italian
Italian potato cake,"A soft and gluten-free cake made with potato starch flour Perfect for breakfast, as a snack or for dessert when it is filled with strawberries and cream If you don't need the cake to be gluten free, use plain flour in ",italian
Roast figs with honey and Marsala,"I absolutely love figs, and Pizza Express do these baby figs in a Marsala and cinnamon syrup with mascarpone This is a healthy version of it that is just as fulfilling",italian
Struffoli,"This is a traditional Italian dish, which is served at Easter and Christmas Small balls of honey-enriched dough is deep fried and then scattered with pine nuts and sugar sprinkles They are best served warm",italian
Italian baked mussels,"This is a classic dish in Neapolitan cuisine The mussel shells create the perfect finger food Pair with a well chilled, dry white wine to get an evening among friends started",italian
Penne pasta with four cheeses,"If you love cheese, you must indulge in this pasta Ready in no time and loved by kids of all ages Make sure all your cheese is fresh Don't forget to dip some bread into the sauce at the end",italian
Easy and rich tiramisu,Easy & rich Italian dessert feast,italian
Easy bread machine pizza dough,"I just adore this very simple to make pizza dough It has a gorgeous slightly different taste, thanks to the addition of a little flat beer You can add any herbs and spices to enhance the flavour",italian
Frosted Italian Cookies,"These cookies are super-moist, this is because ricotta is added to the batter The cookies are then frosted with a vanilla icing They are delicious with a cuppa, for dessert or on their own",italian
Spaghetti with clams,"This popular trattoria dish is easily made at home A classic tomato sauce, flavoured with chilli and fresh herbs in true Italian style, is delicious with clams, especially if tossed with perfectly cooked spaghetti Serve with ",italian
Creamy gorgonzola gnocchi,Making homemade gnocchi is really easy with this foolproof gnocchi recipe I wondered how difficult it was until my friend Susanne's mother gave me this recipe Now we eat homemade gnocchi at least once a ,italian
Beef fillet with mushrooms and cream,"This can be served as a one dish meal or as the main course If you prefer, you can use pork fillet or chicken breast",italian
Margherita pizza,My family are sticklers for the classic pizza margherita but you can add your own additions to this pizza recipe This recipe makes enough pizza dough and enough pasta sauce for 2 large pizzas,italian
Minestrone soup with Italian sausage,"A hearty minestrone soup with Italian sausage, beans, pasta and vegetables - a meal in itself and perfect on a cold, wintry day",italian
Italian seafood stew,Any fish or shellfish is delicious in this Italian fisherman's stew – make the bubbling tomato mixture and add whatever is tasty and fresh from the sea Serve with triangles of polenta grilled at the last minute,italian
Italian baked olives,"If you love olives, this is the dish for you The olives baked with olive oil, garlic, orange zest and chilli can be eaten straight away or stored for up to a month",italian
"Tomato, green bean and balsamic salad","Delicious side dish best served at room temperature Can be made ahead a few hours, chilled and brought to room temperature before serving",italian
Raspberry and peach bellini cocktail,A very fresh and delicate twist on the bellini cocktail to welcome your friends You can't go wrong with fruit and Champagne,italian
Classic caprese salad,"Everyone loves this Caprese salad recipe - it's simple and delicious, and welcome as a starter anytime Best enjoyed when tomatoes are ripe and in season, this makes a lovely summertime starter",italian
Wholewheat pasta,"Fresh, healthy and very delicious I sometimes make this the traditional style, and when in a hurry, I throw all the ingredients into my mixer, with the kneading hook",italian
Walnut and chocolate cake,This rich chocolate walnut cake with a hint of cinnamon is lovely served with blueberry or lemon ice cream,italian
Mae's tiramisu,"I promise that this is one of the easiest, most fun and most delicious tiramisu recipes out there Everyone in my family loves this dessert, and I'm quite proud of it myself",italian
Gnocchi with Basil Tomato Sauce,"A delicious vegetarian-friendly Italian dish Fresh gnocchi is topped with a sauce made with cherry tomatoes, basil and olives Enjoy with garlic bread, if desired",italian
"Spaghetti with Garlic, Parsley and Chilli","I often make this spaghetti aglio, olio e peperoncino when the cupboards are practically bare I've had no time to shop It's simple and delicious You can also use basil instead of parsley, if desired",italian
Ricotta Puffs (Sfinge di Ricotta),"These ricotta puffs are made throughout Italy They are similar to deep-fried doughnuts made from ricotta, flour and sugar, which are pan-fried and lightly dusted with icing sugar before serving",italian
Banana and Pecan Biscotti,"The traditional Italian twice-baked biscuits with a twist These are flavoured with rum, pecans and bananas Enjoy with an espresso or sweet dessert wine",italian
Spaghetti Napoletana style,"A classic Italian pasta sauce made with fresh tomatoes and basil, then tossed with spaghetti and served with freshly grated Parmigiano Reggiano Simply delicious",italian
Italian caprese salad,This classic caprese salad is comprised of vibrant plum tomatoes and creamy mozzarella cheese It is one of the easiest and most delicious salads in the world and is a true taste of Italy,italian
Leftover pasta bake,"If you have leftover pasta with sauce, this is an easy meal to make Leftover pasta is mixed with scamorza cheese, some dried chilli pepper flakes and oregano, topped with Parmesan cheese and baked in the ",italian
Artichoke crostini,Enjoy these classic Italian toasts with drinks before dinner or as a starter Using bottled artichokes means you can enjoy them all year round,italian
Orzo pasta salad with spinach and feta,"A refreshing dish with orzo pasta, spinach, red onion and feta If you fancy some crunch, add toasted pine nuts Perfect for picnics",italian
Pollo alla Francese,"Coated chicken breasts are pan-fried, then baked in a lovely butter, wine and lemon sauce This dish goes well with green vegetables like broccoli, asparagus or runner beans",italian
Italian fish and seafood soup,"For a quick seafood soup, this recipe with six kinds of seafood, leeks, onion, tomatoes and wine is perfect This soup makes a light but satisfying main course Serve over rice or with crusty bread",italian
"Two sauce beef, spinach and ricotta cannelloni","Cannelloni pasta tubes filled with the beautiful mixture of beef mince, spinach and ricotta cheese, covered with both red and white pasta sauces and Parmesan, baked to a luscious finish A favourite for more casual ",italian
Pear and chocolate cake,"A rich chocolate cake, infused with vanilla and topped with fresh pears This cake looks as gorgeous as it tastes",italian
Three Cheese Cannelloni,"This is a hearty, creamy and delicious Italian pasta dish Cannelloni tubes are stuffed with a seasoned mixture of ricotta, mozzarella and Monterey Jack cheese, before being baked in a tomato sauce",italian
Italian grape cake,"This fruity cake goes exceedingly well with sweet wine Zante grapes are stirred into the cake mixture, then a few are scattered on the top before being baked to perfection",italian
Biscotti with Cinnamon Sugar,"A fantastic twist on the classic twice-baked Italian dunking biscuit These are sprinkled with cinnamon sugar on their second baking Enjoy with tea or more traditionally, an espresso or sweet dessert wine",italian
Spaghetti puttanesca,A tried and true puttanesca recipe This is a quick pasta dish from Naples with a very 'saucy' history Tastes great any time of day and season I could live on the stuff myself,italian
Beef in Tomato Sauce,"A simple, rich and delicious meat sauce Beef mince is simmered with carrot and onions in a well-seasoned tomato sauce Serve with pasta",italian
Creamy Carrot Risotto,"This is a super-tasty risotto, which is vegetarian-friendly when using vegetable stock It's seasoned with white wine, mascarpone, Parmesan and herbs",italian
Spaghetti Carbonara with Extras,"This dish is classy enough for guests and simple enough for a weeknight meal Spaghetti is tossed with ham, olives, Parmesan, parsley, butter and eggs Enjoy with a side salad and/or garlic bread",italian
Pumpkin and ricotta ravioli,There's nothing quite like homemade pasta Pasta sheets are filled with a delicious blend of ricotta cheese and pumpkin Enjoy for a starter or main course,italian
Pancetta fried potatoes,These potatoes are pan fried with pancetta and onion and can be served as a side dish or for breakfast,italian
Red onion and jalapeño focaccia bread,"This rather indulgent focaccia builds on a traditional white bread recipe Swap the onion and jalapeños for sun-dried tomatoes, peppers, olives or whatever you prefer Great served with antipasti and red wine",italian
Gnocchi with sage and cinnamon,"An Italian classic, traditional semolina gnocchi is served with generous amounts of cheese and butter This healthier but equally delicious version is made with just a little butter, cheese and olive oil and flavoured with ",italian
Tortano Bread with Ham and Portobello Mushrooms,"Tortano is a filled round bread that comes from the Naples region of Italy It's traditionally stuffed with hard-boiled eggs but I like to fill mine with lots of tasty things, including smoked ham and mushrooms You can vary ",italian
Italian Ricotta Doughnuts,"These delicious doughnuts are also known as zeppole They are traditionally eaten on St Joseph's day Doughnut batter is enriched with ricotta cheese, deep fried and dusted with icing sugar Enjoy at ",italian
White beans with herbs,"These white beans are flavoured with herbs, onion and garlic, then served over crostini or bruschetta A lovely make ahead starter or nibble that's easy on the pocket, too",italian
Cheats crispy chicken Caesar salad,Cheats Caesar salad - easy and tasty salad with breaded chicken Serve with crusty bread on the side Make it more substantial and add hard boiled eggs Delicious,italian
Lemony meatballs in tomato sauce,"You can never go wrong with this classic dish of meatballs and tomato sauce This recipe adds a twist with lemon zest Serve over your favourite pasta, rice, polenta or mashed potato",italian
Rocket and roasted beetroot salad,"A salad of rocket and roasted beetroot mixed with a honey and shallot vinaigrette, topped with avocado and cheese, makes for a lovely looking and tasting dish",italian
Italian stuffed courgettes,"An easy and delicious vegetarian courgette recipe, which can be enjoyed as a side dish or a veggie main",italian
Spaghetti alla Calabrese,"Spaghetti is simply tossed with butter, garlic and loads of freshly grated Pecorino Romano cheese Pecorino Romano cheese is full flavoured Italian cheese made from sheep's milk, and is the star in this simple ",italian
Vanilla Pizzelles,"A classic Italian biscuit made baking a vanilla biscuit batter on a pizzelle iron The resulting biscuits are crisp, vanilla-ry, buttery and totally moreish Enjoy with a cup of tea or coffee There's an alternative recipe for ",italian
Sweet and Sour Tuna,This Sicilian dish is a great way of stocking up on omega-3 fatty acids Fresh tuna steaks are pan-seared and topped with a sweet and sour caramelised onion sauce,italian
Cheesy beef and ricotta lasagne,"Lasagne sheets layered with a beef mince and passata mixture, ricotta and mozzarella cheeses and Italian herbs Serve with fresh green tossed salad and garlic bread for a beautiful any-night-of-the-week meal ",italian
Red pepper and petits pois frittata,"It was the first time I had made a frittata, and I saw my husband go back to the kitchen for another serving My son helped to beat the eggs In short, a total success You can also cut the frittata into small bites to ",italian
Tiramisù with Marsala,This famous and classic Italian dessert of savoiardi biscuits dipped in coffee and layered with a mixture of mascarpone cheese and eggs is a little different with the addition of Marsala wine,italian
Traditional Italian almond biscuits,"These easy biscuits made with ground almonds and egg whites are traditionally made at Easter, usually in the shape of a lamb They originate from the Italian region of Puglia where almonds grow abundantly ",italian
Beef and Lentil Ragu,"A delicious, comforting, moreish beef dish, that takes barely any time to prepare and is very kind on the purse-strings Heinz is the secret Me and my boyfriend love curling up on the sofa with a big bowl of this and ",italian
Jessica's tofu and tomato sauce,"Tofu with a home-made tomato sauce (which contains tomatoes, carrots, courgettes and tomato purée) Serve on top a jacket potato, or with basmati rice or pasta Makes a lovely meal for vegetarians",italian
Italian caponata,"A delicious Italian vegetable dish made with red pepper, aubergine, mushrooms and garlic You can add capers but I prefer the flavour without them Best served warm or at room temperature Spoon onto toasted ",italian
Nan's lasagne,"If you love lasagne you'll love this recipe as it is very, very tasty Serve with garlic bread and a salad - enjoy",italian
Cuchidahti (fig cookies),"A traditional Italian fig filled pastry They are deliciously fruity and packed full of nutty goodness A homemade buttery pastry is filled with a mixture of dried figs, raisins, walnuts, orange zest, honey and rum, then baked ",italian
Yoghurt and chocolate chip loaf cake,"This is a simple cake with many uses It is a perfect tea time treat and also good for a sweet quick dunk in morning coffee If it lasts for more than 3 days, you can recycle it as a pudding by soaking it in with a red fruit ",italian
Mother's minestrone alla genovese,"This is a special recipe, straight from my beloved mother's golden hands She made it often in spring and summer and, if the weather was warm, she'd serve it lukewarm or cool I remember that she even offered it to ",italian
Spaghetti with Garlic and Olive Oil,"This wonderful Italian dish is vegetarian-friendly, simple to make and packed full of flavour Enjoy with crusty bread to mop up any leftover sauce",italian
Easy caprese salad,"This tomato and mozzarella cheese caprese salad is so easy to make and such a wonderful way to start an Italian meal, or serve alongside pasta or pizza Use good quality buffalo mozzarella and well ripened tomatoes ",italian
Aubergine parcels,"Thin slices of aubergine wrap around a breadcrumb and pine nut filling flavoured with sage, and bake under tomato slices and Parmesan cheese",italian
Maria's lasagne,One can never get enough of homemade lasagne This recipe calls for mozzarella rather than Parmesan cheese Buon appetito,italian
Baked Zesty Rosemary Olives,"These olives are packed full of flavour Whole olives are baked with white wine, orange juice, orange zest, olive oil, garlic and herbs Perfect as an appetiser for any dinner party",italian
Involtini,"A traditional Italian dish of beef rolled, slow cooked in a luscious tomato sauce You need a bit of patience, but it is actually an easy dish to prepare Serve with polenta or mashed potatoes, or use the sauce to toss with ",italian
Seafood medley lasagne,"An excellent lasagne for the seafood lover Lasagne sheets are layered with cheese, prawns, crab and mushrooms in a white wine cream sauce Serve with a side salad and/or garlic bread, if desired",italian
Chicken and olive stew,"The combination of green olives, wine and cream in this dish is indulgent but definitely worth it Such rich flavour It's great served with pasta, but is just as good with new potatoes A fresh green salad with a light ",italian
Grapefruit and avocado salad,Take a sweet grapefruit and combine it with avocado and coriander and you will have a salad that will become a favourite,italian
Easy Hawaiian Pizza,"This pizza is quick and easy to make Pitta bread is topped with sauce, ham, pineapple and Cheddar cheese, then baked Enjoy as is or cut into smaller pieces for a starter Feel free to use your favourite toppings",italian
Panetonne,"This panetonne is not only delicious, but also extremely rich It has the addition of double cream and dark rum, for that extra indulgence This recipe calls for both a bread maker and a conventional oven Serve for ",italian
Best-Ever Tiramisu,The traditional Italian dessert that is loved by many Coffee soaked lady finger biscuits are layered with a mixture of mascarpone cheese and zabaglione,italian
"Rabbit with capers, sultanas and pine nuts","A quick and tasty way to prepare rabbit, this is a unique dish with an exotic combination of flavours Serve with rice",italian
Octopus in Red Wine Sauce,"A fantastic way to prepare octopus It's simmered in a well-seasoned tomato and red wine sauce Serve over fresh pasta and crusty fresh bread, if desired",italian
Penne with pancetta and tomato sauce,"A super-simple, yet flavour-packed Italian style pasta dish Penne is tossed with pancetta and tomato sauce Serve with fresh crusty bread, if desired",italian
Chocolate Chip Hazelnut Biscotti,"This is a chocolate take on the classic Italian, twice-baked dunking biscuits They are flavoured with hazelnut liqueur and dotted with chocolate chips and chopped hazelnuts",italian
Italian tomato and bread salad,"In a modern twist on the salad panzanella, bread is roasted then flavoured with the juices from ripe tomatoes, fresh basil and piquant capers – for the easiest summer food Delicious",italian
Black olive focaccia,"With airy, rustic Italian focaccia, endless variations are possible, but one of the best is with black kalamata olives and rosemary The salty, moist olives add so much flavour",italian
Tomato and herb focaccia,"Light and tasty, this focaccia is easy to prepare and is great served by itself or with a plate of cold meats",italian
Pumpkin gnocchi,The classic Italian dumplings with a difference These are made with pumpkin They are tinged with a beautiful orange colour and taste delicious Serve with garlic butter and Parmesan,italian
The one and only Italian spaghetti carbonara,"Unlike a lot of recipes out there for spaghetti carbonara, this is the true Italian recipe from an Italian You can't get more authentic than this recipe Note there's no cream, just eggs, and Pecorino Romano cheese is ",italian
Grilled white fish and fresh tortellini,"This dish is a simple dish that is adaptable healthy and so quick to make If you're a veggie it's good without the fish A colourful summer meal for two, best followed by a cold crisp glass of white wine to dazzle those ",italian
Cheesy pork lasagne,"This is a highly indulgent Italian-inspired pasta bake Lasagne sheets are layered with sausagemeat, pasta sauce and cheesy ricotta Enjoy with garlic bread and a side salad",italian
Simple focaccia,"Recipe for focaccia worked by hand You can add the flavours of your choice to make something rather special Great with oils and balsamic vinegars, dipped in juices from meatball sauces, added to salads, and ",italian
Italian Meatballs with Tomato Sauce,"This dish may take a little while to make, but the results are really worth it Meatballs made with beef, pork, veal and Pecorino Romano are served with a rich tomato sauce",italian
Leftover pasta bake with salami,Got leftover pasta in the fridge Mix it with cubes of scamorza cheese and salami and bake it in the oven It'll be eaten up in no time,italian
Pesto puff pastry swirls,A simple and quick puff pastry and pesto recipe with pine nuts and Parmesan cheese These are perfect for just piling on a platter and sharing with friends,italian
Pan-fried Italian acorn squash,"This dish can be served as a starter along with cheese or as a side dish It also makes a nice vegan main dish Since the squash is sweet, a good accompanying dish would be a salty one",italian
Creamy Artichoke Soup,"Really quick to make soup and really tasty, the lemony flavour makes it perfect for summer starters or light lunches and the garlic gives it a bit of a kick Hope you enjoy as much as I did",italian
Quick and easy tomato pasta sauce,"An incredibly simple pasta sauce, which takes less than 20 minutes to make Feel free to add whatever you fancy to it Serve over freshly cooked pasta",italian
Mediterranean Swordfish,"A simple and utterly delicious fish supper Swordfish steaks are baked with a sauce made with tomatoes, raisins, pine nuts, olives and capers",italian
Italian ragù alla bolognese,"This is my recipe for a traditional Italian style ragù, rich and creamy I strongly recommend people to enjoy it with fresh egg tagliatelle, rigatoni or gnocchi, the way we do in Emilia - Romagna Please avoid ",italian
"Tomato, prosciutto and pea pasta","This is a super easy but sophisticated pasta dish that is ready in a flash Perfect for a midweek supper in a hurry Prosciutto, white wine, tomatoes and peas are tossed with farfalle pasta for a simple but flavourful meal",italian
Tortellini with prosciutto cream sauce,Children love this Italian pasta dish Prosciutto melting in fresh cream on top of soft tortellini is a delicious and complete meal You can use one thick slice of prosciutto or several thin slicesjust make sure it's fresh,italian
Gerardo's gnocchi alla romana,"These flat and round shaped gnocchi, made with semolina instead of potato, are delicious and must be served super hot Once tried, you will be addicted to them",italian
Aubergine pasta,"Spaghetti is topped with a rich and delicious tomato sauce, made by simmering together aubergines, mushrooms, anchovies and capers",italian
Spaghetti with clams and cherry tomatoes,A clam and pasta dish with the taste of the sea So easy to prepare and just so delicious,italian
Carrots with Marsala wine,"An easy to prepare, colourful carrot side dish to accompany a main meat dish or to serve as a starter",italian
Monkfish and Savoy cabbage gratin,"The delicate flavour of the monkfish is balanced out by the crunchy Savoy cabbage, all baked to a gratin",italian
Stardust of sun-dried tomatoes,"I crave the taste of real Italian food So, after exhaustive research I have come up with a way to add some of that flavour back into cooking It called ""Stardust of sun-dried tomatoes"" It is a powder made from the ",italian
Pear and Pecorino salad,This delicious salad is the perfect accompaniment to a colourful autumn soup made from courgette or squash Use red Anjou pear if you can,italian
Expresso mushroom risotto,"Delicious Riso Gallo® Expresso risotto - a great option for a quick and easy meal For a vegetarian option, leave out the pancetta",italian
Paccheri al ragú napoletano (Pasta with a ragú sauce from Naples),"An Italian recipe for pasta sauce made with slow cooked veal, garlic, tomatoes and herbs Serve with wide pasta tubes such as paccheri Sprinkle with Parmesan cheese and enjoy hot",italian
Egg free tiramisu,"One of the main ingredients of an authentic Italian tiramisu is egg If you do not want to serve a dessert which has raw egg - try this recipe It's simple, luxuriously rich and tastes as good as the traditional version",italian
Italian lamb ragu with tagliatelle,"Traditionally, an Italian lamb ragu like this would be served as one of the pasta courses when celebrating Easter It's perfect for thick pasta like tagliatelle and you can enjoy it anytime of the year",italian
Lemon and white chocolate torta caprese,"Torta Caprese is a traditional Italian cake, typically made with dark chocolate and almonds This ""white"" version is made with white chocolate, lemon zest and limoncello for an alternative that's just as delicious",italian
Glutton's salt cod,"Salted cod fish or baccalà as it is called in Italy is a traditional dish eaten on Fridays and Christmas Eve This ""glutton's"" version combines the fish with onions, potatoes, tomatoes, olives, pine nuts and raisins",italian
Italian style arrabiata with bucatini,This arrabiata sauce with bucatini is a bright and colourful rendition of the Italian classic Great with crusty bread on the side,italian
Torta Caprese,"This is a famous Italian chocolate cake originally from Capri but popular throughout southern Italy, where every family has its own recipe It's a rich, dense chocolate cake that's made either with ground almonds or ",italian
Tomato ragu sauce,"My not so secret tomato sauce for pasta, Shepherd's pie or anything that requires tomato sauce It's taken me years to get this sauce to my wife's high standards when it comes to Italian saucestaught to me by her ",italian
Pappardelle pasta with boar ragu sauce,"A flavourful Italian ragu made by braising wild boar meat in a rich red wine and tomato based sauce If you can't find boar, pork loin works just as well It's best served with wide ribbon pappardelle pasta to soak up all the ",italian
Chocolate Walnut Biscotti,"A chocolately twist on the classic Italian dunking biscuit These chocolate biscotti are graced with dark chocolate chips, coffee and walnuts",italian
Creamy wild mushroom risotto,"This creamy indulgent mushroom risotto is a delicious dinner Enjoy with a chilled glass of sauvignon blanc, pinot grigio or chardonnay It takes a bit of time and effort but the end result is definitely worth it",italian
"Smoked chicken, asparagus and egg pizza","Pizza like you've never come across before Smoked chicken, asparagus and quails eggs top this pizza Serve with a rocket salad",italian
Roast chicken with bread and vegetables,"A good roast chicken is the hardest simple recipe to prepare But if you start with a good quality, fresh chicken and follow a few tricks and tips, it can be an easy dish that turns out perfect every time Instead of ",italian
Blueberry yoghurt delight,"This is a simple and cooling summer dessert that is quick to make Use other berries instead of blueberries, if desired",italian
Italian lamb fricassée,"This is a recipe I learnt watching my mother, it is one of my favourite spring dishes I particularly enjoy the slightly wild flavour of the lamb with the acid and fat from the lemon and the egg",italian
Italian shortcrust pastry,"Italian shortcrust pastry is a slightly richer, softer pastry that will melt in your mouth It is made with an extra egg yolk and a teaspoon of baking powder Use for sweet tarts and fill with pastry cream, jam or Nutella® ",italian
Italian focaccia bread,"For a truly Italian focaccia dough follow this recipe You'll find a secret or two that makes all the difference Top as you like, or just with good quality extra virgin olive oil, cherry tomatoes and oregano for a vegan-friendly ",italian
Italian 'piadina' filling,"This is the traditional filling for 'piadina', a flatbread that originated in the Emilia Romagna region of northern Italy Replace Stracchino or Crescenza cheese with any soft, creamy cheese such as Brie or Taleggio",italian
Aldo's spaghetti alla puttanesca,"A classic spaghetti alla puttanesca A neighbour's husband used to travel a lot When he returned from his trips, she had to cook these spicy and tasty spaghetti for him A combination of flavours that will warm you ",italian
Homemade piadina (Italian flatbreads),"Piadina is originally from the Emilia Romagna region in Northern Italy, but you will see this flatbread all over Italy Its preparation would traditionally require lard, but in this version olive oil makes a fine substitution ",italian
"Rosemary, onion and potato focaccia","A twist on the top An easy to make but flavoursome stunning looking focaccia topped with potato, onion and rosemary",italian
Mushroom and parmesan risotto,"This is a quick, delicious risotto which can be served as a main or side dish Serves 2 as a main, 3 as a side Goes really well with grilled chicken or pork chops",italian
Courgette and ricotta rolls,"This is a delicious and pretty summer starter Raw courgettes are marinated in oil and lemon, then filled with a ricotta cheese mixture Sprinkle with sesame or poppy seeds before serving",italian
"Linguine with bottarga, courgettes and lemon","I have an emotional bond to this dish, which harks back to days spent on the Tuscan coast and to the first memory of a bottarga, with my mother expertly choosing the piece that would give her our fullest appreciation ",italian
Beautifully easy tiramisu,"Fantastically easy, no fuss tiramisu This is one of those recipes that can be modified to suit your own taste - you can vary the amount of eggs, mascarpone, sponge fingers, coffee or liqueur This is my version and ",italian
Triple chocolate biscotti,My grandma first made these biscotti when she was 12 They're chocolate biscotti studded with both white and plain chocolate chips,italian
Nido di spaghetoni,"A creamy and definitely Italian way of combining some of Italy's best known flavours - oregano, basil, tomato and, of course, mozzarella, in a very easy and quick middle-of-the-week dish",italian
Focaccia bread,The smell of baking focaccia is sumptuous; close your eyes and get swept away to an Italian cafe on the water front with a glass of prosecco and a slice of focaccia My children love this bread so much so that I have to ,italian
Grilled mussels with breadcrumbs and parsley,Mussels topped with breadcrumbs and cooked under the grill are a classic summer starter in Italy Italians eat them just barely cooked since they become chewy if overcooked,italian
Slow cooker bolognese sauce,Have all ingredients for this tasty bolognese sauce ready beforehand,italian
Foolproof spinach and ricotta cannelloni,"The secret to non-cracking cannelloni is to use fresh lasagne sheets Lasagne sheets are rolled around a bacon, ricotta and spinach filling, topped with chopped tomatoes and grated cheese, then baked to ",italian
Lentil risotto,"Lentils add extra flavour and texture to this Italian-style mushroom risotto Serve with roast or grilled vegetables, such as peppers and courgettes, or a mixed salad, for a satisfying lunch",italian
Mushroom and bacon risotto,"This is a gorgeous risotto that I just made for dinner The velvety mushrooms are complemented by the taste of the delicious salty, smoky bacon This is really yummy and doesn't include any wine or cheese ",italian
Delightfully Rich Chocolate Cake,"I worked out this recipe when i had to bake my little brothers 4th birthday cake, everybody loved it, make sure to give it a try",italian
Cheap and easy tomato sauce for pasta or Bolognese,This is such an easy tomato sauce to make and it freezes well too Everyone that has tasted this has been totally in love with it and say it's better than any shop bought stuff It's lovely with spaghetti or any kind ,italian
Meatballs and tagliatelle with mozzarella,A rich dish made with meatballs in a tomato sauce with mozzarella served on tagliatelle One of my favourite dishes,italian
White chocolate panna cotta,A delectable and stunning looking desert which is a great end to a Italian themed menu Serve with a colorful fruit coulis and fresh fruit Allow at least 5 hours for chilling,italian
Tara's 'serendipity' creamy chicken and broccoli pasta,"I call this serendipity because it was just a heap of ingredients that were left in the fridge When made for friends and family, they are usually surprised at how good it tastes Its really adaptable too; you can use a ",italian
Lyn's Italian Lamb meatballs,"My family love this tea, it has as a bit of a cheat for the sauce but you can make your own if you have time",italian
Chicken risotto,"Creamy risotto made with chicken, lardons, vermouth and pecorino This delicate dish requires 20 minutes of undivided loving attention",italian
Tomato and spinach pasta bake,"Yummy pasta bake, easy to throw together, great for students, low-cost and full of nutrients to help study",italian
Amanda & Graham's Melanzane Parmigiana,Restaurant In Our Living Room is a new concept in culinary entertainment centred around the theme of the underground or 'pop up' restaurant This recipe is one of Amanda & Graham's Main Courses from Episode 1,italian
